18	sarkozy	Nicolas #Sarkozy : "Ce n'est pas Hollande que le PS voulait, c'est DSK !" http://www.lepoint.fr/tiny/1-1434676 via @LePoint
19	sarkozy	#Sarkozy: les socialistes voulaient DSK, pas le "rigolo" d' #Hollande. http://www.ladepeche.fr/article/2012/02/24/1291286-sarkozy-le-ps-voulait-dsk-pas-hollande-le-rigolo.html
20	sarkozy	Selon Sarkozy: "le PS voulait DSK,pas Hollande le rigolo". Une chose est sûre,les Français ne veulent plus de "Sarko le demago" #FH2012
21	hollande	Hollande est candidat suite au pbl de DSK et il espère être élu par antisarkosysme. La France n'a pas besoin d'un Président par défaut !
22	dsk	Vous pensez quoi de l'affaire DSK? Coupable ou innocent? Mme diallo myto ou pas? #fouinysondage
23	dsk	A Cambridge, DSK n’est pas le bienvenu: Entre l’affaire du Sofitel et celle du Carlton, Dominique Strauss-Kahn... http://bit.ly/wbxcdx
24	dsk	Quand @NicolasSarkozy attaque DSK, @anne_sinclair tranche dans le vif : "Ça ne mérite même pas qu'on y réponde". http://www.canalplus.fr/c-infos-documentaires/pid2438-c-le-boucan-du-jour.html?vid=607915 #LGJ
25	depardieu	Depardieu dans le rôle de DSK : "Je ne l'aime pas, donc je vais le faire" http://www.lemonde.fr/societe/article/2012/03/14/depardieu-dans-le-role-de-dsk-je-ne-l-aime-pas-donc-je-vais-le-faire_1669124_3224.html#xtor=AL-32280258 via @lemondefr
26	depardieu	Nouvelles saillies de Gérard Depardieu sur une télévision suisse : "Je n'aime pas trop les Français..." (vidéo) http://bit.ly/zKvQ0Z
27	depardieu	Depardieu n'aime pas DSK et les Français http://bit.ly/zmyF6J
28	depardieu	Gérard Depardieu jouera DSK parce qu'il "ne l'aime pas" http://bit.ly/xamjGF
29	depardieu	Quand soudain, l'évidence. C'est pas Depardieu qui devrait jouer DSK dans un film, c'est Bernard Tapie.
30	sarkozy	Sarkozy risque donc d'être réélu grâce à DSK + Toulouse, 2 faits divers comme on en a JAMAIS eu auparavant. Comment tu veux pas être parano?
31	sarkozy	Sarkozy a eu au plus faible moment de son mandat 2 fait divers de ouf: DSK et Toulouse. Comment ne pas être parano sur sa réélection!
32	dsk	Bientôt 1 1/2 h de debats. Le camp #dsk sous le feu des questions du juge. Les avocats de N Diallo n'ont pas encore dit un mot... #immunité
33	dsk	Le juge tacle avocat de #dsk. Vous êtes ok pour dire que ce qui s'est passé avec N Diallo n'est pas la mission 1re d'un chef du FMI ? #ouch
34	dsk	Le coup de grâce ? Le juge hausse le ton : pourquoi #DSK n'a pas invoqué l'immunité ds la procédure pénale ?
35	sarkozy, dsk	Je ne comprends toujours pas comment le programme de Sarkozy a pu passer de la djellaba de Mohamed Merah au slip de DSK.
36	dsk	L’affaire Carlton prend une tournure politique - POLITIQUE - France 3 Régions - France 3: http://bit.ly/Hr5LL5 via @AddThis #FHollande #DSK
37	dsk	DSK n'est pas un libertin mais un homme brutal http://bit.ly/HqgvN6 A lire sur @courrierinter
38	dsk	Affaire Banon-DSK : Hollande affirme ne pas connaître les faits "dans le détail" http://www.lemonde.fr/dsk/article/2011/07/05/affaire-banon-dsk-hollande-ne-connait-pas-les-faits-dans-le-detail_1544788_1522571.html#xtor=AL-32280258 via @lemondefr
39	dsk	DSK n'aurait sans doute pas commis l'erreur mexicaine de Hollande car elle signe son inexpérience en Relations Internationales
40	dsk	BFM TV à l'instant : "Ce matin DSK a glissé également son bulletin dans l'urne." J'ai ri, je ne sais pas pourquoi. Les nerfs sans doute.
41	dsk	L'effet papillon. — Le second tour aurait été différent si DSK n'avait pas tiré un coup et si Mohammed Merah n'avait pas tiré sept coups.
42	sarkozy	Sarkozy : "Je ne veux pas d'une gauche qui voulait mettre #DSK à l'Elysée...". Pas comme s'il l'avait soutenu pour sa nomination au FMI :p
43	dsk	Je n'accepterai pas de leçons de morale d'une gauche qui voulait installer DSK à l'Elysée dit celui qui l'a installé au FMI.
44	dsk	Je ne pensais pas qu'ils iraient aussi loin accuse #DSK. Sans en dire plus sur ce "ils".> http://lelab.europe1.fr/t/theorie-du-complot-dominique-strauss-kahn-ne-pensait-pas-qu-ils-iraient-si-loin-2168 (via The @Guardian)
45	dsk	Les déclarations de DSK démontre aux éventuels nostalgiques qu'il n'avait vraiment pas l'étoffe d'un chef d'état. Nom d'une pipe !!
46	nkm	Je ne suis pas NKM.En quoi l'intervention de DSK qui vise le camp de NS aurait-elle obligé FH à faire" diversion grossière" avec Kfi?
47	dsk	La connerie de Dray avec #DSK fournit aux médias un prétexte pour ne pas parler de #Kadhafi / @mediapart
48	dsk	Le Figaro - Flash Actu : DSK n'a pas donné d'interview au Guardian http://www.lefigaro.fr/flash-actu/2012/04/29/97001-20120429FILWWW00038-dsk-n-a-pas-donne-d-interview-au-guardian.php via @le_figaro
49	royal	Royal, Valls et Moscovici fuient pour ne pas croiser DSK. Avant ces gens étaient "amis". Mais ça, c'était avant... http://huff.to/IBgoep
50	dsk	DSK n'a pas donné d'itw au Guardian et selon #LeMonde, la source Médiapart ne vaut pas l'euro qu'il demande pour lire leur article...
51	dsk, sarkozy	Quelqu'un pour signaler à Sarkozy que l'affaire DSK 1. ne concerne pas le PS, 2. n'est pas un scandale d'État ? http://bit.ly/J1Pqyg #FH2012
52	dsk	DSK n'est pas dans la campagne, il n'a pas à y revenir, de quelque manière que ce soit. #DimanchePlus #FH2012
53	hollande	Hollande renvoie Dray et #DSK dans les cordes: "il n'a pas à être dans des images qui laisseraient entendre qu'il revient (dans la vie pol)"
54	dsk, hollande	François #Hollande à Dimanche+ : #DSK "n'est plus dans la vie politique" et "n'a pas à y revenir" http://lemde.fr/zwDccP
55	dsk, hollande	Hollande : #DSK n'a pas a revenir dans la campagne présidentielle http://lelab.europe1.fr/t/pour-hollande-dsk-n-a-pas-a-revenir-dans-la-campagne-2183 #crucifixion
56	morano	Hey @DSK, Nadine Morano fait une petite fête ce soir, vous ne voulez pas y aller? Vous y seriez tellement à votre place... pour une fois!!
57	dsk	Selon plusieurs témoins présents hier a l'anniversaire de J.Dray des proches de Hollande ont salué DSK et n'ont pas chercher a fuir... (1)
58	hollande	François Hollande: "DSK n'est plus dans la vie politique française et n'a pas à y revenir" #affaireDSK http://www.jeanmarcmorandini.com/article-285785-francois-hollande-dsk-n-est-plus-dans-la-vie-politique-francaise-et-n-a-pas-a-y-revenir.html
59	dsk	Affaire du Carlton de Lille: Pour DSK, les soirées libertines n'étaient pas organisées à son intention http://bit.ly/IM8xyZ
60	dsk, copé, hollande	Ce matin, partialité incroyable d'Eur 1 à 6h. Extraits NS pas FH, Copé et démenti sur Médiapart, DSK à toutes les sauces. Rien à autre camp
61	dsk	Carlton de Lille : DSK assure avoir cru à du libertinage, pas de la prostitution http://bit.ly/Kqk3l0
62	dsk	France Inter ce matin mettait sur le même plan le document de Mediapart et le dîner avec DSK, genre 1 partout. Pourtant pas la même chose.
63	dsk, valls, sarkozy	Présidentielle en direct: Sarkozy attaque Moscovici et Valls sur DSK... Hollande ne négociera pas avec Bayrou...... http://bit.ly/KqwLAd
64	dsk	Forte tentation médiatique de mettre sur le mm plan DSK et le financement illégal de la campagne 07 de NS. Ce n'est pas du temps de parole.
65	dsk	150 invités pour DSK et Thomas Hollande qui fait campagne pour son père y était, et F.Hollande le savait pas.Honte à vous de mentir.
66	royal	Royal qui quitte l'anniversaire de Dray parce que DSK est là... Ça va, vu ta gueule il va pas te violer hein...
67	ump	Si l'#UMP et @nk_m n'ont plus que DSK comme argument politique, alors on ne devrait pas avoir de problème #FH2012
68	dsk	DSK n'échappera pas à un procès civil http://bit.ly/KoGVw7
69	dsk	Face aux attaques sur l'anniv de Dray avec DSK, la gauche a eu la dignité de ne pas rappeler les voyages de Frédéric Mitterrand en Thaïlande
70	royal	Royal : Sarkozy ne «doit pas échapper à son bilan» F.hollande non plus, son bilan Corrézien? sa soirée de samedi pour DSK, car il a menti.
71	dsk, sarkozy	Point DSK de Sarkozy: "Je ne prendrai pas de leçon d'un parti qui a voulu se retrouver avec enthousiasme derrière DSK" http://www.liberation.fr/politiques/2012/05/01/commentez-le-debat-royal-sarkozy-de-2007-avec-libe_815535
72	dsk	je ne connaissais pas la vie privée de DSK - "Ponce Pilate" #pluscestgrosplusçapasse #AvecSarkozy
73	sarkozy	Sarkozy a gâché la cartouche DSK... il aurait du sortir sa fiche BANON ... trop classe .. il ne l'a pas fait
74	dsk	@B_Roger_Petit: Sur DSK @NicolasSarkozy pris à son propre piege par @fhollande. Pas possible de dire comment il connaît la vie privée
75	sarkozy	Les angles d'attaque choisis d'entrée par @NicolasSarkozy ce matin (DSK, "Flanby") montrent qu'il sait qu'il n'a pas gagné hier soir.
76	dsk	La Roue de Secours du PS, n'a pas tenu son rang, comment en être surpis en singeant Tonton et DSK il s'est ridiculisé ! #NS2012 #fh2012
77	dsk, hollande	@fhollande a été 11 ans premier secrétaire du PS, et a affirmé qu'il ne connaissait pas la vie de DSK !  #LGJ
78	hollande	En 10 ans, Hollande n'a pas été capable de moraliser le PS (Guerini, dsk,..) comment va-t-il faire en 5 ans pour la #France ?#Bayrou
79	hollande	Hollande ne connaissait pas la vie privee de dsk maintenant il la connait alors pourquoi son etat major etait samedi a l anniversaire de dsk
80	dsk, hollande	Parties fines, "Scènes bestiales,"brutalités sexuelles,"Viols en réunion" au Carlton. Mais heureusement FH ne "connait pas" DSK #Carlton
81	hollande	Hollande peut remercier Valls (comme ministre de l'immigration) de lui avoir dit de ne pas venir à l'anniversaire de Dray car DSK y était.
82	hollande	Hollande nie avoir eu vent de la soirée avant sa diffusion sur Internet, ne pouvait pas en ignorer l'organisation http://www.lexpress.fr/tiny/1110859
83	ps	Il est beau le PS hein Hollande, Ha ouiiiiii vous connaissez pas DSK !! Vile menteur @hollande !!! #JeVoteNS http://actu.orange.fr/france/affaire-du-carlton-examen-d-une-ordonnance-pour-des-faits-presumes-de-viol-afp_589960.html
84	dsk	Pour sa 17 eme accusation de viol, DSK explique à nouveau que les victimes ne sont pas crédibles http://www.europe1.fr/France/Carlton-DSK-nie-toute-violence-sur-des-femmes-1068509/
85	dsk	Affaire DSK: pas de plainte pour viol à Washington http://bit.ly/Kk2S1M
86	dsk	Franchement, DSK aurait pas eu toutes ces histoires, ça aurait été notre président.
87	dsk	Je ne veux pas casser l'ambiance mais "l'affaire #DSK" c'était il y a un an jour pour jour et ça a peut-être changer l'histoire de la France
88	ayrault	Lang sur la condamnation d'Ayrault: "Tout ca n'est pas grave" C'est lui qui avait dit "Y a pas mort d'homme" dans l'affaire DSK? #retraite
89	dsk	Honte sur lui  Tiens, je n'avais pas vu "DSK réclame un million de dollars à Nafissatou Diallo" http://www.slate.fr/lien/55003/dsk-diallo-million
90	dsk	DSK demande 1 million de dollars à une femme de ménage, je ne sais pas ce que ce mec a dans la tête pour avoir aussi peu de dignité.
91	dsk	La plainte de DSK qu'a pu consulter @BrigitteDusseau ne manque pas de piquant. On y apprend que... (1)
92	sarkozy	Sarkozy s'est-il assuré qu'il ne croiserait pas DSK à Marrakech?
93	dsk	Je ne comprend même pas pourquoi ce fameux Chris Bieber prétend avoir des fans.. Il veut juste les pécho, DSK n°2.
94	sarkozy	Si certains n'aiment pas la France qu'ils ne se gênent pas pour la quitter ~ Sarko qui connaîtra pas #LaGêne&#x2708; Marrakech http://ow.ly/b2t5n
95	dsk	Quand c'est pas fini, ça recommence... #DSK http://bit.ly/KcJips
96	dsk	Lautre veux me clashé salop mais il a travaillé avec dsk regardé sa PP violeur de de femme sans défense ta mm pas onte sorcier du village
97	dsk	Les avocats de #DSK contestent le fait qu'il ne puisse pas parler aux journalistes devant le tribunal de #Lille http://www.nordeclair.fr/Actualite/2012/05/23/le-controle-judiciaire-de-dsk-conteste-a.shtml
98	dsk	Viol : Faire l'amour à une femme ne sachant pas qu'elle en a envie. #PetitLexiqueSocialiste #DSK
99	lagarde	Polémique #Lagarde : bizarre comme on peut s'insurger d'un propos qui n'a pas fait réagir il y a qq mois quand il a été prononcé par #DSK
100	lagarde	Lagarde vient définitivement d'enterrer la crédibilité du FMI ce qe n'avait pas encore fait DSK malgré son couteau et surtout sa bite ! ^^
101	dsk	.@benoitHamon dans la navette fluviale nous fait du #DSK qui adorait ce moyen de transport, je le rappelle. Pas normal du tout..
102	ump	Bouches-du-Rhône : un candidat de l'UMP prêt à se retirer en faveur du FN pour faire perdre le PS. Ce n'est pas DSK, camp différent.
103	dsk	A lire les "bonnes feuilles" du Bacqué/Chemin sur les DSK, je sais que je ne le lirai pas. Et hop, une économie.
104	valls	Portrait de #Valls ds le Point, vrai regard sur le rôle de son père. Au moins aussi intéressant que la saga du couple DSK, ms pas de lien !
105	dsk	Carlton : la prostituée qui a mis DSK en cause ne s'est pas présentée à la police http://bit.ly/LfNIMd
106	dsk	Affaire DSK : procureur et police ne veulent pas que Diallo ait accès au dossier http://bit.ly/LWG88c
108	dsk, sarkozy	eh bien .... ça ne va pas être triste la fin judiciaire de Sarko! -) http://bit.ly/LNZNuo De quoi "échanger" avec DSK.
109	dsk	DSK et Gomis n'ont pas le même maillot mais ont la même passsion. #Violer
110	dsk	L’Eternel ne veut pas la mort du pécheur, mais qu’il se repente et qu’il vive pour #dsk http://www.crif.org/fr/tribune/dsk-lynch%C3%A9-veut-r%C3%A9habiliter-le-sacrifice-humain/31671?language=fr
111	dsk	Voilà ce que pense le nouveau président de l'AN du Pdt de la République "Si ce n’est pas Aubry ou DSK, c’est Apocalypse Now" #bartolone
112	dsk	Programmes TV - DSK : TF1 ne censure pas la fiction - Série - Le Figaro TV http://tvmag.lefigaro.fr/programme-tv/article/serie/70292/dsk-tf1-ne-censure-pas-la-fiction.html via @TVMag
113	dsk	Je suis un peu perdu dans l'actu importante du jour. Carla, enceinte ou pas ? DSK et Sinclair, séparés ou pas ?
114	dsk	Quand l'AFP emboîte le pas de Closer et officialise la rupture DSK-Sinclair... - http://blogs.lexpress.fr/media/2012/07/03/quand-lafp-emboite-le-pas-de-closer-et-officialise-la-rupture-dsk-sinclair/ (via @sociablesite)
115	dsk	Selon un proche de la famille, DSK traverse une très mauvaise passe Ou pas de passe du tout en fait, and that's the problem. #LePoint
116	dsk	Filippetti en 2003 "DSK est dangereux pour les femmes". Elle n'hésita pas à le soutenir en 2011 avant le Sofitel. http://www.arretsurimages.net/contenu.php?id=5101
117	dsk	à ne pas rater ce soir sur #TF1 dans New York Unité Spéciale L'épisode de l'affaire #DSK Je sens qu'on va bien Golri !!!
118	dsk	Vous aimez trop salir DSK alors qu'il ne l'a pas touché . Fiouh !
119	dsk	J'aime le "qui a facilement 40 ans de moins que vous"... On ne l'a certainement pas sortie à DSK celle-ci ! #NYUS
120	dsk	L'affaire DSK j'y crois autant que l'attentat du 11 septembre ... c'est à dire PAS DU TOUT. #ManipulationBonjour
121	dsk	 Mes ex ne me comprenaient pas comme si j'étais une poire et elles, des pommes.. Mais comme DSK, j'espère un jour trouver la bonne ! 
122	dsk	Depuis qu'il accusait NS de complot contre DSK Bartolone n'a pas changé il est toujours aussi con !!!!
123	dsk	Les #affairesduPS !!! Le changement n'est pas pour maintenant !!! http://bit.ly/Np7wyV #DSK #GUERINI #KUCHEIDA #Kaltenbach #hollande #PS
124	dsk	Ce moment de l'année où l'on n'a pas de scrupule à mettre X, DSK et Wong Kar-wai dans un même paragraphe.
125	dsk	Bientôt aussi une mission pour Lang et une autre pour Rocard ? Tiens, une mission DSK sur la drague ça serait pas mal sinon que normale...
126	hollande	Le Figaro - France : Il y a un an : Hollande entendu dans l'affaire DSK-Banon http://www.lefigaro.fr/actualite-france/2012/07/20/01016-20120720ARTFIG00373-il-y-a-un-an-hollande-entendu-dans-l-affaire-dsk-banon.php via @le_figaro PAS DE MELANGE PRIVE !!
127	dsk	Le Figaro - Affaire DSK: Hollande n'était pas étonné (Sapin) http://www.lefigaro.fr/flash-actu/2012/07/23/97001-20120723FILWWW00252-affaire-dsk-hollande-n-etait-pas-etonne-sapin.php via @le_figaro Propos contraires à la surprise du moment
128	adp	Je ne regarde pas #ADP mais les tweets de mes amis m'amussent :-) #drole #humour #blagues #seconddegre :-)
129	dsk	@___DSK___: #CeMomentOù tu colles une main aux fesses et tu réalises après que c'est pas ta femme! @Hugobouhalassa aha
130	dsk	La nouvelle affaire DSK n'est pas une affaire de moeurs, ca change http://www.nicematin.com/cannes/le-parquet-de-grasse-ouvre-une-nouvelle-enquete-contre-dsk.945091.html#.UBJLcCQxTQA.facebook
131	dsk	Fini de lire Night Watch de @lindafairstein sur l'affaire #DSK. Il se finit plus mal pour lui que dans la non fiction... Je n'en dis pas +!
132	ump	Qd on voit les saloperies de Grosdidier et Masson à l’intérieur même de l'#UMP, comment ne pas croire à un traquenard contre DSK ? #PS #FDG
133	dsk	Eh oui, DSK, c'est pas dans la "rue" qu'il "chopait" ! #harcelementderue #salonfeutré
134	ps	Pour le PS, les premières vacances depuis quinze mois: Ils n'ont pas arrêté depuis l'affaire DSK, en mai 2011: p... http://bit.ly/RbBB3c
135	dsk	DSK et la violence faite aux femmes en 1 même phrase: cette féministe franchit le pas sémantique http://tempsreel.nouvelobs.com/societe/20120801.OBS8664/video-harcelement-dans-la-rue-c-est-un-phenomene-universel.html #Tuvasavoiruncourrier
136	dsk	JF Kahn s'est déshonnoré lors de l'affaire DSK; Il a déclaré : "Ce n'est pas un viol c'est un simple troussage de domestique".
137	dsk	Ecoeuré par l’acharnement envers #DSK !! Déja je ne crois pas qu'il a pu violer une femme de 80kg et 15 cm plus grande que lui #bonsens
138	dsk	Je n'aime pas du tout l'acharnement fait à #DSK, je dois dire
139	dsk	Et du coup, elle pensait avoir réussi son coup. Mais non, François Hollande, il bande encore. Mais pas autant que DSK.
140	dsk	Certes, la concubine de François Hollande n'est pas aussi riche que Madame DSK, mais elle a hérité d'actions dans... http://fb.me/23rjDi9v3
141	dsk	L'affaire DSK n'inspire pas Stéphane Zagdanski - L'Express http://bit.ly/QxEKt2
142	dsk	Camabdélis, 2 condamnations et ancien bras droit d'un certain DSK (donc au courant de tout) Pas dégagé du PS ???
143	dsk	« DSK candidat du PS pendant quelques années… » Mais c'était le candidat des éditocrates, certainement pas le notre ! #cdanslair
144	dsk	Le film sur DSK "ira où ça fait mal"' Pas de politiquement correct dans un film basé sur des faits non avérés ? #nawak http://bit.ly/Tk16QZ
145	dsk	Gonflée, Mme Photoshop  Adjani ne va pas imiter AnneSinclair dans le film sur l'affaire DSK "je ne vais pas prendre 10kg!"
146	dsk	Visiblement @XDEG ne connait pas la présomption d'innocence, pour un journaliste de @lci - même corse - cela peut être un problème !... #DSK
147	dsk	À la « une » de Corse Matin, un même pas fait divers, mais avec DSK http://buff.ly/Q69NA1
148	dsk	Anne Sinclair : «Je vais très bien, merci .Mitterrand avait une très belle phrase : « N’offense pas qui veut » http://vsb.li/MTw8Qx #DSK
149	dsk	Anne Sinclair ne dément pas sa séparation avec DSK http://bit.ly/OBz9Cr
150	hollande	Le Donneur de Leçons F. Hollande reçoit un Dictateur !.. Même DSK ne l'aurait pas fait! http://tinyurl.com/chy298w #usurpateur #imposteur
151	dsk	En vacances en Corse, DSK se fait "chasser" d'une propriété - RTL.fr http://www.rtl.fr/actualites/politique/article/en-vacances-en-corse-dsk-se-fait-chasser-d-une-propriete-7752025451 Les Corses c'est pas des trouillards de gauche !
152	dsk	l'ami de dsk et de la finance celà trompe énormèmment, pas l'habitude de partager,normal? trop près de la finance... http://blogdejocelyne.canalblog.com/archives/2012/09/03/25026577.html/moscovici
153	dsk	Breaking news! DSK s'est trouvé une nouvelle nana.On ne pourra pas dire qu'elle ne connaissait pas ses envies...
154	dsk	De toute évidence, DSK ne se cache pas explique VSD qui publie à la Une une photo avec une nouvelle compagne http://www.rtl.fr/actualites/politique/article/dsk-7752203793
155	hollande	Hollande qui parle de redressement pendant 20mn devant Chazal heureusement que #DSK n'était pas à sa place, ça aurait encore jasé ! #JT #TF1
156	dsk	ET DSK qui ne payait pas d'impôts il y a quelques années ça vous faisait quoi @liberation_info ?
157	dsk	Je trouvais incroyable qu'il n'ait pas pu se tenir. Marisol Touraine "furieuse" contre Dominique Strauss-Kahn > http://lelab.europe1.fr/t/marisol-touraine-furieuse-contre-dominique-strauss-kahn-4705 #DSK
158	dsk	Pas con pas con du tout ! "@LesEchos: L'idée de DSK pour sauver l'euro http://bit.ly/RWDmGy"
159	dsk	L'idée de DSK pour sauver l'euro a fait un petit buzz dans le monde des médias depuis 24 heures. Non pas que... http://fb.me/1Ry2XXJH8
160	dsk	DSK fait sa 1ere apparition médiatique pendant que Booba sort son clip événement #Caramel. Coïncidence? Je n'y crois pas. #Futur
161	dsk	DSK futur ministre du budget du gouvernement Ayrault ? Après tout les socialistes sont pas à une connerie près.
162	dsk	Affaire Carlton - Kojfer : «Je ne suis pas un proxénète» http://dlvr.it/2D39s9
163	dsk	Selon ses avocats, DSK ne « savait pas » que les meufs étaient des prostituées au Carlton. On a bien manqué élire un débile dites donc.
164	dsk	Gare TGV d'#Avignon, 18h, #DSK montait dans un beau Porsche Cayenne blanc nacré. Pas eu le temps de dégainer l'iPhone pour la photo :(
165	dsk	Carlton-DSK : l'enquête pour viol classée sans suite PAS UN VIOL MAIS "ACTES SEXUELS NON CONSENTIS" ? http://www.lepoint.fr/t/1-1512455 via @LePoint
166	dsk	DSK déclare dans Le Point qu'il n'est pas riche. Mais quel conseiller en communication lui a dit de dire ça ? N'importe quoi !  J.Maillot
167	dsk	Quand j'ai vu #DSK en TT j'ai pas pu m'empêcher de penser "Qui il encore a baisé lui..."
168	eelv	400000 Euros chez une élue Verte EELV et l'on ose se demander combien touche N SARKOZY pour sa conférence ! pas celle de DSK ? Eh les médias
169	ump	Une crise en direct: L'UMP ne battra pas l'affaire DSK, l'événement le plus médiatisé depui... http://checksavvy.com
170	dsk	Accord amiable DSK Nafissatou Diallo annoncé par le NY Times mais pas de chiffre sur 1 éventuelle transaction. On ne saura peut être jamais.
171	dsk	Le NYTimes évoque un accord entre les avocats de #DSK et N. Diallo. Rendez-vous avec le juge la semaine prochaine. Pas de montant précisé.
172	dsk	Selon le NYtimes, l'accord définitif n'a pas ete signé par les 2 parties qui se retrouvent au tribunal la semaine prochaine. #DSK #diallo
173	ump	L'ex-ministre UMP Raoult jugé pour violences présumées sur sa femme http://bit.ly/117QjjC N'est pas #DSK qui veut !
174	dsk	Ce ne serait pas un bon signe pour la démocratie française, si #DSK revenait en politique ! @pascalperri
175	dsk	La somme de 6 millions de $ circule. Pour une relation consentie entre adultes comme l'a dit #DSK. Pas consentie, c combien?
176	dsk	6 millions de dollars ? Heureusement que DSK est innocent, sinon je vous dit pas le chèque. #ohwait
177	dsk	Affaire DSK/Diallo : "pas d'accord" selon les avocats de DSK http://bit.ly/Yf6EEr #DSK
178	dsk	Vous êtes tellement moche que même DSK ne voudrait pas vous violer... (@Dream_zerrie_1D live on http://twitcam.livestream.com/d0cag)
179	dsk	Image insolite, K.Thompson monte dans sa voiture pour échapper aux journalistes, mais pas de chauffeur #DSK #Diallo
180	dsk	.@f_philippot "le seul mérite de cette affaire, c'est que nous n'avons pas eu #DSK à l'Elysée" #ONVPSM
181	dsk	Selon le patron des députés socialistes Bruno Le Roux, DSK ne reviendra pas à la politique #dsk #dominiquestrausskahn http://www.jeanmarcmorandini.com/article-297179-selon-le-patron-des-deputes-socialistes-bruno-le-roux-dsk-ne-reviendra-pas-a-la-politique.html
182	dsk	Et dire que si Nafissatou n'avait pas fait une gâterie à DSK... Hollande serait toujours en Corrèze... çà tient à peu de choses !!!!
183	dsk	Vous le savez, DSK doit 6 millions de dollars à Naffissatou ! Mais il ne les a pas, alors on appelle Cetelem, DSK... http://fb.me/Ns5YFflI
184	dsk	Il n'y aura pas une année de plus sans DSK : pourquoi Dominique Strauss-Kahn va bientôt reparler http://eur1.fr/eABSjHQ avec @antoandre
185	dsk	L'avocate de DSK : "le droit n'a pas gagné" http://bit.ly/V5BkzT
186	dsk	Je n'aime pas ces procès d'intention..DSK a t'il tiré profit financier de ses galipettes ? Seuls les idiots le croient
187	dsk	Je n'avais pas compris que le livre sur Dsk en couv. était édité par l'Express.
188	dsk	Qu'on n'oublie pas : DSK "à l'initiative de la conversion du PS au mariage gay" et JM Ayrault opposé http://feedproxy.google.com/~r/lesalonbeigeblog/~3/PoMDNUiIoPk/quon-noublie-pas-dsk-%C3%A0-linitiative-de-la-conversion-du-ps-au-mariage-gay-et-jm-ayrault-oppos%C3%A9.html
189	dsk	En faisant le Buzz sur Cassez je rends service à mon copain DSK pas un journaliste à Lille pour nous le montrer chez le juge !!!
190	dsk	Nous n'avons pas de leçon à recevoir de çeux qui voulaient porter DSK à la présidence de la République - un UMP pète les plombs. #directAN
191	dsk	Heureusement que l'on a pas eu DSK, parce que s'il avait dû recaser toutes ses ex dans les institutions de la République ...
